year,title,imdbid,id,rating,directors,writers,cast,directors_male,directors_female,writers_male,writers_female,cast_male,cast_female
2016,Certain Women,4468634.0,7246,3,-0.5,-1.5,1.0,0.0,0.5,0.0,1.5,10.0,9.0
2012,A Royal Affair,1276419.0,6850,3,1.0,1.0,10.0,1.0,0.0,2.0,1.0,25.0,15.0
2006,Rosso come il cielo,450121.0,9471,1,1.0,1.0,-2.0,1.0,0.0,2.0,1.0,6.0,8.0
1994,Clerks.,109445.0,488,1,1.0,1.0,19.5,1.0,0.0,1.0,0.0,31.5,12.0
2019,Pentagram,7711764.0,8852,1,1.0,3.0,-0.5,1.0,0.0,3.0,0.0,3.5,4.0
2009,(500) Days of Summer,1022603.0,434,1,1.0,2.0,10.0,1.0,0.0,2.0,0.0,45.0,35.0
2016,"Autopsy of Jane Doe, The",3289956.0,7975,1,1.0,2.0,3.0,1.0,0.0,2.0,0.0,6.0,3.0
2017,"Bride, The",6095090.0,8799,3,1.0,1.0,1.0,1.0,0.0,1.0,0.0,9.0,8.0
2010,"Killing Jar, The",1270296.0,3804,3,1.0,1.0,7.5,1.0,0.0,1.0,0.0,10.0,2.5
1925,Stachka,15361.0,5991,0,1.0,4.0,8.0,1.0,0.0,4.0,0.0,9.0,1.0
2018,Undertow,6342316.0,9969,3,-1.0,-1.0,7.0,0.0,1.0,0.0,1.0,11.0,4.0
1986,Flight of the Navigator,91059.0,4576,3,1.0,3.0,23.0,1.0,0.0,3.0,0.0,32.0,9.0
2001,Moulin Rouge!,203009.0,1769,3,0.0,1.0,35.0,0.0,0.0,1.0,0.0,75.5,40.5
2013,Don Jon,2229499.0,4568,3,1.0,1.0,-8.5,1.0,0.0,1.0,0.0,23.0,31.5
1902,Mephistopheles&#39; School of Magic,413.0,5443,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
2020,Soul,2948372.0,9508,3,1.0,4.0,-11.0,1.0,0.0,4.0,0.0,7.5,18.5
2002,My Big Fat Greek Wedding,259446.0,907,3,1.0,-1.0,9.5,1.0,0.0,0.0,1.0,27.0,17.5
1989,Indiana Jones and the Last Crusade,97576.0,1049,0,1.0,5.0,41.5,1.0,0.0,5.0,0.0,47.5,6.0
1992,Leaving Normal,104697.0,2466,3,1.0,1.0,17.5,1.0,0.0,1.0,0.0,30.5,13.0
2013,Blue Is the Warmest Color,2278871.0,4704,3,0.0,-1.0,-1.5,0.0,0.0,0.0,1.0,27.5,29.0
2019,Color Out of Space,5073642.0,9069,2,1.0,0.0,9.0,1.0,0.0,1.0,1.0,14.0,5.0
2020,Mariah Carey&#39;s Magical Christmas Special,13017992.0,9355,3,2.0,-1.0,-4.0,2.0,0.0,0.0,1.0,5.0,9.0
2003,House of Sand and Fog,315983.0,2611,3,1.0,2.5,22.0,1.0,0.0,2.5,0.0,34.5,12.5
1983,"Dead Zone, The",85407.0,5427,1,1.0,2.0,19.0,1.0,0.0,2.0,0.0,25.5,6.5
2014,Big Game,2088003.0,6513,0,1.0,3.0,20.5,1.0,0.0,3.0,0.0,22.5,2.0
2015,"Man from U.N.C.L.E., The",1638355.0,6407,3,1.0,6.5,56.5,1.0,0.0,6.5,0.0,73.0,16.5
1964,Per un pugno di dollari (A Fisful of Dollars),58461.0,661,1,1.0,10.5,33.5,1.0,0.0,10.5,0.0,35.5,2.0
2009,Push,465580.0,353,3,1.0,1.0,11.5,1.0,0.0,1.0,0.0,15.5,4.0
2005,Rings,449092.0,4992,1,1.0,1.0,1.5,1.0,0.0,1.0,0.0,4.0,2.5
1959,Imitation of Life,52918.0,2095,3,1.0,-1.0,23.0,1.0,0.0,1.0,2.0,39.0,16.0
2012,Sushi Girl,1606339.0,6705,0,1.0,2.0,15.5,1.0,0.0,2.0,0.0,17.0,1.5
2007,Premonition,477071.0,27,3,0.0,1.0,2.0,0.0,0.0,1.0,0.0,13.0,11.0
1933,King Kong,24216.0,2229,0,1.0,3.0,121.0,1.0,0.0,4.0,1.0,151.5,30.5
2009,"Greatest, The",1226232.0,10030,3,-1.0,-1.0,1.5,0.0,1.0,0.0,1.0,21.0,19.5
2016,Finding Dory,2277860.0,6932,3,2.0,1.0,9.5,2.0,0.0,2.0,1.0,35.0,25.5
1988,Feds,95145.0,2653,3,1.0,2.0,22.0,1.0,0.0,2.0,0.0,27.5,5.5
2007,Sweeney Todd: The Demon Barber of Fleet Street,408236.0,630,1,1.0,3.0,6.5,1.0,0.0,3.0,0.0,34.5,28.0
2007,Negative Happy Chain Saw Edge,1024856.0,3577,0,1.0,2.0,-0.5,1.0,0.0,2.0,0.0,2.0,2.5
2002,"Magdalene Sisters, The",318411.0,2403,3,1.0,1.0,-7.0,1.0,0.0,1.0,0.0,23.5,30.5
2018,Mission Impossible: Fallout,4912910.0,8342,1,1.0,2.0,55.0,1.0,0.0,2.0,0.0,75.5,20.5
1970,Waterloo,66549.0,7907,0,1.0,3.0,64.0,1.0,0.0,3.0,0.0,72.0,8.0
1971,"Lady Hermit, The",67322.0,5344,3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5
1949,"Third Man, The",41959.0,611,0,-0.5,3.5,29.5,0.0,0.5,4.0,0.5,39.0,9.5
2008,Miracle at St. Anna,1046997.0,1451,2,0.0,2.0,97.0,0.0,0.0,2.0,0.0,110.5,13.5
2015,Feeheld,1658801.0,6622,3,1.0,1.0,14.0,1.0,0.0,1.0,0.0,30.5,16.5
2016,Tallulah,1639084.0,7013,3,-1.0,-1.0,-0.5,0.0,1.0,0.0,1.0,13.0,13.5
2007,La torre de Suso,896986.0,4757,1,1.0,1.0,7.5,1.0,0.0,1.0,0.0,12.5,5.0
1997,For Richer or Poorer,119142.0,1055,3,1.0,0.0,13.5,1.0,0.0,1.0,1.0,30.5,17.0
1998,Patch Adams,129290.0,5744,3,1.0,0.0,52.0,1.0,0.0,1.0,1.0,82.0,30.0
2015,Hrutar,3296658.0,7116,1,1.0,1.0,5.0,1.0,0.0,1.0,0.0,14.0,9.0
2010,"Kids Are All Right, The",842926.0,1199,3,-1.0,0.0,1.5,0.0,1.0,1.0,1.0,9.5,8.0
1945,Dead of Night,37635.0,7185,3,4.0,4.0,9.5,4.0,0.0,4.0,0.0,18.0,8.5
2017,Wolf Warrior 2,7131870.0,8026,1,0.0,1.0,12.0,0.0,0.0,1.0,0.0,17.0,5.0
1927,Downhill [When Boys Leave Home],17825.0,7324,1,1.0,1.0,-2.5,1.0,0.0,3.0,2.0,6.5,9.0
2017,Rough Night,4799050.0,7701,3,-1.0,0.0,9.5,0.0,1.0,1.0,1.0,31.0,21.5
2017,"Ritual, The",5638642.0,8176,0,1.0,2.0,1.5,1.0,0.0,2.0,0.0,7.5,6.0
2019,After the Wedding,7985692.0,9502,3,1.0,1.0,1.0,1.0,0.0,2.0,1.0,14.5,13.5
1993,Body Bags,106449.0,7272,1,3.0,2.0,14.5,3.0,0.0,2.0,0.0,22.5,8.0
1999,8MM,134273.0,146,1,1.0,1.0,4.5,1.0,0.0,1.0,0.0,29.0,24.5
1961,Yojimbo,55630.0,660,1,0.5,1.0,15.5,0.5,0.0,1.0,0.0,19.0,3.5
2015,Birigyaru,4195368.0,7577,3,1.0,2.0,0.0,1.0,0.0,2.0,0.0,5.0,5.0
1994,I Like It Like That,110091.0,3179,3,0.5,0.5,15.5,0.5,0.0,0.5,0.0,25.5,10.0
2009,A Perfect Getaway,971209.0,642,3,1.0,1.0,8.5,1.0,0.0,1.0,0.0,22.0,13.5
2021,Red Notice,7991608.0,10164,1,0.0,0.0,56.0,0.0,0.0,0.0,0.0,63.0,7.0
1953,Fear and Desire,45758.0,5366,0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,5.0,1.0
2019,John Wick: Chapter 3 - Parabellum,6146586.0,8755,1,1.0,5.5,34.0,1.0,0.0,5.5,0.0,62.5,28.5
2014,Foxcatcher,1100089.0,5942,1,1.0,1.0,81.0,1.0,0.0,1.0,0.0,114.5,33.5
1966,Dracula: Prince of Darkness,59127.0,7033,1,1.0,3.0,10.5,1.0,0.0,3.0,0.0,14.0,3.5
2006,A Guide to Recognizing Your Saints,473488.0,2339,1,0.0,0.0,17.0,0.0,0.0,0.0,0.0,26.5,9.5
1969,My Night at Maud&#39;s,64612.0,7924,3,0.0,0.0,-1.5,0.0,0.0,0.0,0.0,2.0,3.5
2020,Artemis Fowl,3089630.0,9208,3,1.0,3.0,11.5,1.0,0.0,3.0,0.0,54.5,43.0
1993,Little Buddha,107426.0,2892,1,1.0,3.0,-5.5,1.0,0.0,3.0,0.0,8.0,13.5
2005,Conversations with Other Women,435623.0,604,0,1.0,-1.0,-1.0,1.0,0.0,0.0,1.0,9.5,10.5
2019,"Goldfinch, The",3864056.0,8953,1,1.0,0.0,11.5,1.0,0.0,1.0,1.0,53.5,42.0
1996,"Hunchback of Notre Dame, The",116583.0,1062,1,2.0,13.0,8.5,2.0,0.0,17.5,4.5,28.5,20.0
2002,Get a Clue,282521.0,9042,3,-1.0,-1.0,-5.0,0.0,1.0,0.0,1.0,12.5,17.5
1990,Gremlins 2: The New Batch,99700.0,9923,2,2.0,1.5,30.0,2.0,0.0,1.5,0.0,44.5,14.5
1988,Bloodsport,92675.0,1158,1,1.0,3.5,49.5,1.0,0.0,4.0,0.5,60.0,10.5
1945,Anchors Aweigh,37514.0,6017,0,3.0,-2.0,35.5,3.0,0.0,0.0,2.0,58.5,23.0
1987,Superman IV: The Quest for Peace,94074.0,4297,3,0.5,7.0,36.5,0.5,0.0,7.0,0.0,50.0,13.5
2001,"Yes, But...",246278.0,7012,3,1.0,1.0,3.0,1.0,0.0,1.0,0.0,18.0,15.0
2018,Black 47,3208026.0,8803,1,1.0,4.0,28.0,1.0,0.0,4.0,0.0,38.0,10.0
2014,Not Cool,3569356.0,6747,3,1.0,1.0,7.0,1.0,0.0,1.0,0.0,23.0,16.0
2005,White Noise,375210.0,4769,1,1.0,1.0,5.5,1.0,0.0,1.0,0.0,15.5,10.0
2008,Marley &amp; Me,822832.0,1144,2,1.0,3.0,17.5,1.0,0.0,3.0,0.0,46.0,28.5
2013,Ang&eacute;lique,2776074.0,5354,3,1.0,1.0,26.0,1.0,0.0,3.0,2.0,32.0,6.0
2000,Next Friday,195945.0,7792,2,1.0,2.0,8.0,1.0,0.0,2.0,0.0,15.5,7.5
2005,Tickets,418239.0,8664,0,3.0,3.0,1.0,3.0,0.0,3.0,0.0,13.0,12.0
1986,"Adventures of Milo and Otis, The",97050.0,3093,1,1.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0
1964,"Train, The",59825.0,4497,1,1.0,6.0,29.0,1.0,0.0,7.0,1.0,31.0,2.0
1970,They Call Me Trinity,67355.0,9380,2,1.0,1.5,38.5,1.0,0.0,1.5,0.0,43.0,4.5
2011,"Hidden Face, The",1772250.0,6826,1,1.0,4.0,-0.5,1.0,0.0,4.0,0.0,5.0,5.5
1978,Pretty Baby,78111.0,8721,2,1.0,-1.0,1.0,1.0,0.0,1.0,2.0,11.0,10.0
2003,Dies irae,406709.0,5430,0,1.0,1.0,7.0,1.0,0.0,1.0,0.0,10.0,3.0
2013,"Soshite chichi ni naru (Like Father, Like Son)",2331143.0,5190,3,1.0,1.0,7.5,1.0,0.0,1.0,0.0,13.0,5.5
2014,Robocop,1234721.0,5164,2,1.0,5.0,45.0,1.0,0.0,5.0,0.0,63.0,18.0
1985,Fandango,89126.0,2302,0,1.0,1.0,13.0,1.0,0.0,1.0,0.0,19.5,6.5
2011,Flypaper,1541160.0,2935,3,1.0,2.0,7.5,1.0,0.0,2.0,0.0,16.5,9.0
2007,Paranormal Activity,1179904.0,667,3,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.5,3.5
1992,Chaplin,103939.0,4782,1,1.0,4.0,88.5,1.0,0.0,5.0,1.0,131.5,43.0
1923,A Woman of Paris,14624.0,8947,2,1.0,1.0,10.0,1.0,0.0,1.0,0.0,17.0,7.0
2016,Raman Raghav 2.0,5662932.0,8570,2,0.0,0.0,3.5,0.0,0.0,0.0,0.0,9.5,6.0
2008,"Reader, The",976051.0,273,1,1.0,2.0,6.5,1.0,0.0,2.0,0.0,31.5,25.0
1966,"Group, The",60479.0,2701,3,0.5,0.0,1.0,0.5,0.0,0.5,0.5,21.0,20.0
1960,Inherit the Wind,53946.0,1712,3,1.0,3.0,60.5,1.0,0.0,3.0,0.0,67.5,7.0
2014,"Frame, The",2567038.0,7516,3,1.0,1.0,13.0,1.0,0.0,1.0,0.0,32.5,19.5
1982,Annie,83564.0,851,3,1.0,2.5,-9.5,1.0,0.0,3.0,0.5,32.0,41.5
2014,Tinker Bell and the Legend of the NeverBeast,3120408.0,6440,3,1.0,4.0,-7.5,1.0,0.0,5.0,1.0,4.0,11.5
1981,"Woman Next Door, The",82370.0,1646,3,1.0,1.0,1.0,1.0,0.0,2.0,1.0,7.0,6.0
1994,Twilight Zone: Rod Serling&#39;s Lost Classics,111520.0,9780,2,1.0,3.0,12.0,1.0,0.0,3.0,0.0,20.0,8.0
2000,Red Planet,199753.0,15,0,1.0,3.0,3.5,1.0,0.0,3.0,0.0,6.0,2.5
1953,Le Salaire de la Peur,46268.0,1444,1,0.0,2.0,15.0,0.0,0.0,2.0,0.0,16.0,1.0
2020,Motherland: Fort Salem,9900092.0,10010,3,0.5,-2.0,-71.0,4.0,3.5,7.5,9.5,81.5,152.5
1980,"Blue Lagoon, The",80453.0,6395,0,1.0,2.0,10.0,1.0,0.0,2.0,0.0,12.0,2.0
2005,"Legend of Zorro, The",386140.0,1059,1,1.0,6.5,21.5,1.0,0.0,6.5,0.0,29.0,7.5
2014,"Salvation, The",2720680.0,5874,1,1.0,2.0,32.0,1.0,0.0,2.0,0.0,37.5,5.5
2017,Secret Superstar,6108090.0,8697,3,0.0,0.0,1.5,0.0,0.0,0.0,0.0,5.5,4.0
1990,Die Hard 2,99423.0,2963,3,-0.5,4.0,72.5,0.0,0.5,4.0,0.0,81.5,9.0
1958,Teacher&#39;s Pet,52278.0,1364,1,1.0,0.5,21.0,1.0,0.0,1.0,0.5,30.0,9.0
1986,"Money Pit, The",91541.0,2314,2,1.0,1.0,28.5,1.0,0.0,1.0,0.0,37.5,9.0
2004,After the Sunset,367479.0,5550,3,1.0,3.0,25.5,1.0,0.0,3.0,0.0,36.5,11.0
2006,Pirates of the Caribbean: Dead Man&#39;s Chest,383574.0,167,2,1.0,5.0,87.0,1.0,0.0,5.0,0.0,101.0,14.0
1983,Superman III,86393.0,4283,3,1.0,3.5,31.0,1.0,0.0,4.0,0.5,44.0,13.0
2016,Love &amp; Friendship,3068194.0,6891,3,0.0,-1.0,5.0,0.0,0.0,0.0,1.0,16.5,11.5
1960,Psycho,54215.0,2039,3,1.0,2.0,16.5,1.0,0.0,2.0,0.0,24.5,8.0
2016,Tschick,4911940.0,8135,1,1.0,4.0,4.0,1.0,0.0,4.0,0.0,19.0,15.0
2004,G.O.R.A.,384116.0,9425,2,1.0,1.0,40.0,1.0,0.0,1.0,0.0,48.5,8.5
2012,Byzantium,1531901.0,4371,3,1.0,-2.0,0.0,1.0,0.0,0.0,2.0,14.0,14.0
2005,Lords of Dogtown,355702.0,5103,2,-1.0,-0.5,51.5,0.0,1.0,0.0,0.5,75.0,23.5
2010,Bandage,482459.0,2465,3,1.0,-1.0,1.0,1.0,0.0,1.0,2.0,6.0,5.0
1998,SLC Punk!,133189.0,3393,1,1.0,1.0,14.0,1.0,0.0,1.0,0.0,27.0,13.0
1973,Paper Moon,70510.0,3446,3,1.0,2.0,12.5,1.0,0.0,2.0,0.0,24.0,11.5
1939,"Goodbye, Mr. Chips",31385.0,1245,2,1.0,1.0,24.5,1.0,0.0,2.0,1.0,29.0,4.5
1986,F/X,89118.0,4894,1,1.0,2.0,28.0,1.0,0.0,2.0,0.0,32.5,4.5
1991,Highlander II,102034.0,9378,1,1.0,4.0,39.0,1.0,0.0,4.0,0.0,46.0,7.0
2014,Top Five,2784678.0,6026,3,0.5,0.5,37.0,0.5,0.0,0.5,0.0,80.5,43.5
1943,China,35735.0,8501,3,1.0,2.0,-5.5,1.0,0.0,2.0,0.0,15.0,20.5
2013,A Teacher,2201548.0,7694,3,-1.0,-1.0,7.5,0.0,1.0,0.0,1.0,28.0,20.5
2010,"Ward, The",1369706.0,2813,3,1.0,1.5,-0.5,1.0,0.0,1.5,0.0,8.5,9.0
1943,"Seventh Victim, The",36341.0,8090,3,1.0,1.0,-1.0,1.0,0.0,1.0,0.0,19.0,20.0
2011,"Source, The",1686067.0,3691,3,1.0,1.0,9.0,1.0,0.0,2.0,1.0,29.0,20.0
2002,Dirty Pretty Things,301199.0,5757,3,1.0,1.0,10.5,1.0,0.0,1.0,0.0,15.5,5.0
1942,There Was a Father,34591.0,3789,0,0.0,2.0,11.0,0.0,0.0,2.0,0.0,13.5,2.5
2012,Snackbar,2185503.0,3171,1,-1.0,1.0,5.0,0.0,1.0,1.0,0.0,8.0,3.0
2008,One Million Yen Girl,1077094.0,3016,3,-0.5,-0.5,1.5,0.0,0.5,0.0,0.5,5.0,3.5
1982,An Officer and a Gentleman,84434.0,7244,3,0.5,1.0,23.0,0.5,0.0,1.0,0.0,32.5,9.5
2015,Ava&#39;s Possession,3727982.0,7558,3,1.0,1.0,0.0,1.0,0.0,1.0,0.0,12.0,12.0
1956,"Ten Commandments, The",49833.0,3076,2,1.0,2.0,105.0,1.0,0.0,3.0,1.0,215.0,110.0
2010,Faster,1433108.0,2177,0,1.0,2.0,7.0,1.0,0.0,2.0,0.0,36.0,29.0
2007,After Sex,465375.0,1344,3,1.0,1.0,-2.0,1.0,0.0,1.0,0.0,8.0,10.0
2000,Bamboozlee,215545.0,4082,1,0.0,0.0,15.0,0.0,0.0,0.0,0.0,43.5,28.5
2017,John Wick: Chapter 2,4425200.0,7446,1,1.0,2.0,36.5,1.0,0.0,2.0,0.0,58.5,22.0
1966,Daimajin,62851.0,6433,1,1.0,0.0,6.0,1.0,0.0,0.0,0.0,9.5,3.5
2016,A United Kingdom,3387266.0,7784,3,0.0,0.0,28.5,0.0,0.0,1.0,1.0,44.5,16.0
1976,Network,74958.0,1401,3,0.5,1.0,33.5,0.5,0.0,1.0,0.0,43.0,9.5
1962,War of the Buttons,54949.0,7312,0,1.0,3.0,21.5,1.0,0.0,3.0,0.0,24.5,3.0
2013,American Hustle,1800241.0,4911,3,1.0,2.0,78.5,1.0,0.0,2.0,0.0,130.5,52.0
1993,Dragon Ball Z: The History of Trunks,142247.0,7209,1,2.0,2.5,4.0,2.0,0.0,2.5,0.0,14.5,10.5
2006,Puccini for Beginners,492481.0,603,3,-1.0,-1.0,-1.0,0.0,1.0,0.0,1.0,20.0,21.0
1939,Juarez,31516.0,1368,2,1.0,3.0,41.5,1.0,0.0,3.0,0.0,47.0,5.5
1985,A Room with a View,91867.0,1561,3,1.0,-1.0,0.0,1.0,0.0,0.0,1.0,15.0,15.0
2019,Ad Astra,2935510.0,8855,1,1.0,2.0,2.5,1.0,0.0,2.0,0.0,25.5,23.0
2009,Echelon Conspiracy,1124039.0,518,0,1.0,3.0,18.0,1.0,0.0,3.0,0.0,22.0,4.0
2009,Suck,1323605.0,2134,1,1.0,1.0,8.0,1.0,0.0,1.0,0.0,14.0,6.0
1990,"Nasty Girl (Das schreckliche M&auml;dchen), The",100557.0,6656,3,1.0,1.0,6.0,1.0,0.0,1.0,0.0,30.0,24.0
1953,Mesa of Lost Women,46066.0,3958,1,2.0,2.0,4.0,2.0,0.0,2.0,0.0,17.5,13.5
2002,Minority Report,181689.0,115,1,1.0,3.0,32.0,1.0,0.0,3.0,0.0,82.0,50.0
2009,"Scouting Book for Boys, The",1022885.0,1936,2,1.0,1.0,3.5,1.0,0.0,1.0,0.0,16.0,12.5
2006,Step Up,462590.0,7596,3,-1.0,1.0,21.0,0.0,1.0,2.0,1.0,79.5,58.5
2015,Minions,2293640.0,6338,3,0.5,1.0,16.0,1.0,0.5,1.0,0.0,33.5,17.5
1994,Ace Ventura: Pet Detective,109040.0,441,2,1.0,4.0,34.5,1.0,0.0,4.0,0.0,44.0,9.5
2008,Vicky Cristina Barcelona,497465.0,245,3,1.0,1.0,14.0,1.0,0.0,1.0,0.0,20.0,6.0
2014,Mega Shark vs. Mecha Shark,3152098.0,5418,3,1.0,1.0,18.0,1.0,0.0,1.0,0.0,30.0,12.0
1993,"Joy Luck Club, The",107282.0,3088,3,1.0,-1.0,-8.5,1.0,0.0,1.0,2.0,14.5,23.0
2012,Girl in Progress,1817676.0,4276,3,-1.0,0.0,-1.5,0.0,1.0,0.0,0.0,14.0,15.5
2008,Death Race,452608.0,222,1,1.0,5.0,20.0,1.0,0.0,5.0,0.0,28.0,8.0
1975,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",73198.0,3368,3,-1.0,-1.0,2.0,0.0,1.0,0.0,1.0,4.0,2.0
2010,Tron Legacy,1104001.0,1851,1,1.0,6.0,23.0,1.0,0.0,6.5,0.5,35.5,12.5
1997,Tower of Terror,131620.0,6071,3,0.0,0.0,4.5,0.0,0.0,0.0,0.0,12.0,7.5
1993,Cool Runnings,106611.0,1602,1,1.0,2.0,28.0,1.0,0.0,3.0,1.0,33.0,5.0
2009,Mutants,1146320.0,2606,3,1.0,2.0,7.5,1.0,0.0,2.0,0.0,13.0,5.5
2009,Futurama: Into the Wild Green Yonder,1054487.0,276,3,1.0,7.0,5.5,1.0,0.0,7.0,0.0,7.0,1.5
1988,Bull Durham,94812.0,9060,2,1.0,1.0,32.5,1.0,0.0,1.0,0.0,39.5,7.0
1985,Night on the Galactic Railroad,89206.0,7576,0,1.0,2.5,1.5,1.0,0.0,2.5,0.0,14.5,13.0
2004,Stop Mom Theresa!,379071.0,8546,2,1.0,-1.0,18.0,1.0,0.0,1.0,2.0,41.0,23.0
1968,Up the Junction,62426.0,3826,3,1.0,0.0,11.5,1.0,0.0,1.0,1.0,29.0,17.5
1998,"Mask of Zorro, The",120746.0,1058,1,1.0,6.0,28.5,1.0,0.0,6.0,0.0,37.0,8.5
2013,How I Live Now,1894476.0,4925,3,1.0,1.0,11.0,1.0,0.0,3.0,2.0,21.0,10.0
2011,"Captains, The",1946421.0,2761,1,1.0,1.0,9.5,1.0,0.0,1.0,0.0,15.5,6.0
2011,Tinker Tailor Soldier Spy,1340800.0,2747,1,1.0,1.0,23.0,1.0,0.0,2.0,1.0,39.0,16.0
2007,Lions for lambs,891527.0,7078,0,1.0,1.0,17.0,1.0,0.0,1.0,0.0,30.5,13.5
2010,"Hairdresser, The",1585255.0,5644,3,-1.0,-1.0,-6.0,0.0,1.0,0.0,1.0,9.0,15.0
1952,"Big Sky, The",44419.0,1465,0,1.0,1.5,33.0,1.0,0.0,1.5,0.0,39.0,6.0
1959,Ben-Hur,52618.0,1419,3,1.0,5.0,64.0,1.0,0.0,5.0,0.0,76.5,12.5
2016,Other People,4158876.0,7505,3,0.5,0.5,5.0,0.5,0.0,0.5,0.0,32.5,27.5
1996,Fly Away Home,116329.0,1569,3,0.5,3.0,10.0,0.5,0.0,3.0,0.0,22.0,12.0
2006,Letters from Iwo Jima,498380.0,2580,1,1.0,0.0,32.5,1.0,0.0,2.0,2.0,38.0,5.5
2001,Dr. Dolittle 2,240462.0,3599,3,1.0,2.0,19.5,1.0,0.0,2.0,0.0,37.5,18.0
1995,La c&eacute;r&eacute;monie,112769.0,9991,3,0.5,-2.0,2.0,0.5,0.0,1.0,3.0,13.0,11.0
1948,Rudolph the Red-Nosed Reindeer,156031.0,1601,0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0
2021,Pig,11003218.0,9998,0,1.0,1.0,13.0,1.0,0.0,2.0,1.0,21.0,8.0
2001,Read My Lips,274117.0,4224,3,1.0,2.0,4.0,1.0,0.0,2.0,0.0,13.0,9.0
1985,My Beautiful Laundrette,91578.0,4949,2,1.0,1.0,12.5,1.0,0.0,1.0,0.0,18.5,6.0
2017,Guardians of the Galaxy Vol. 2,3896198.0,7595,3,1.0,11.5,41.5,1.0,0.0,12.0,0.5,56.0,14.5
1998,Ever After,120631.0,216,3,1.0,2.0,10.0,1.0,0.0,3.0,1.0,23.0,13.0
2018,I am Not an Easy Man / Je ne suis pas un homme facile,6857988.0,9153,3,-1.0,-2.0,-3.5,0.0,1.0,0.0,2.0,10.0,13.5
2008,Meet the Spartans,1073498.0,9684,1,2.0,2.0,22.5,2.0,0.0,2.0,0.0,44.5,22.0
2009,Beautiful Kate,1209377.0,6883,3,-1.0,0.0,2.0,0.0,1.0,1.0,1.0,9.0,7.0
2014,Cake,3442006.0,6128,3,1.0,1.0,-5.0,1.0,0.0,1.0,0.0,11.0,16.0
2011,"Muppets, The",1204342.0,2889,1,1.0,3.0,59.5,1.0,0.0,3.0,0.0,112.0,52.5
2012,Electrick Children,2139843.0,6378,3,-1.0,-1.0,6.5,0.0,1.0,0.0,1.0,51.5,45.0
1975,Blonde in Black Leather,73598.0,6900,3,1.0,1.0,9.0,1.0,0.0,3.0,2.0,12.0,3.0
1979,"Bell Jar, The",78843.0,6280,3,1.0,-2.0,-10.0,1.0,0.0,0.0,2.0,10.0,20.0
1990,"Match Factory Girl, The",98532.0,5333,3,-1.0,-1.0,4.0,0.0,1.0,0.0,1.0,10.0,6.0
1985,"Legend of Billie Jean, The",89470.0,5660,3,1.0,2.0,19.5,1.0,0.0,2.0,0.0,33.5,14.0
2014,Wyrmwood: Road of the Dead,2535470.0,6528,3,0.0,1.0,28.0,0.0,0.0,1.0,0.0,37.0,9.0
2016,Kung Fu Panda 3,2267968.0,6808,3,0.0,4.0,10.0,1.0,1.0,4.0,0.0,18.5,8.5
2007,"Man from London, The",415127.0,2743,3,0.0,3.0,3.0,1.0,1.0,3.0,0.0,9.0,6.0
2011,Cyberbully,1930315.0,3439,3,1.0,-1.0,-0.5,1.0,0.0,0.0,1.0,11.0,11.5
2010,Harriet the Spy: Blog Wars,1545097.0,8819,3,1.0,-3.0,2.0,1.0,0.0,0.0,3.0,21.0,19.0
2012,Wrath of the Titans,1646987.0,3150,1,1.0,4.5,29.5,1.0,0.0,5.0,0.5,34.5,5.0
1992,Glengarry Glen Ross,104348.0,450,0,1.0,2.0,11.0,1.0,0.0,2.0,0.0,14.5,3.5
1972,Lady Sings the Blues,68828.0,9183,3,0.5,1.0,20.5,0.5,0.0,2.5,1.5,32.0,11.5
1983,El pico,86104.0,7531,1,1.0,2.0,10.0,1.0,0.0,2.0,0.0,15.5,5.5
2016,Captain Fantastic,3553976.0,7082,3,1.0,1.0,15.0,1.0,0.0,1.0,0.0,28.5,13.5
1936,Pennies from Heaven,28092.0,4010,3,1.0,0.0,20.0,1.0,0.0,1.0,1.0,32.0,12.0
2007,"Diving Bell and the Butterfly, The",401383.0,1868,2,1.0,1.0,5.0,1.0,0.0,1.0,0.0,22.0,17.0
2010,Greenberg,1234654.0,872,1,1.0,1.0,-0.5,1.0,0.0,2.0,1.0,25.5,26.0
1979,"Muppet Movie, The",79588.0,8987,2,1.0,2.0,38.0,1.0,0.0,2.0,0.0,57.5,19.5
2014,Big Hero 6,2245084.0,5906,3,1.5,5.0,11.0,1.5,0.0,5.0,0.0,24.5,13.5
1999,Magnolia,175880.0,2346,3,1.0,1.0,57.0,1.0,0.0,1.0,0.0,84.0,27.0
2008,Barbie and the Diamond Castle,1294138.0,3288,3,1.0,-1.0,-3.0,1.0,0.0,1.0,2.0,6.0,9.0
2011,Martha Marcy May Marlene,1441326.0,2839,3,1.0,1.0,-5.0,1.0,0.0,1.0,0.0,22.0,27.0
2009,Aliens in the Attic,775552.0,5666,3,1.0,3.0,4.0,1.0,0.0,3.0,0.0,12.0,8.0
